Дата продажи,Регион,Тип светильника,Количество проданных единиц,Цена за единицу,Общая стоимость,Тип продажи,Оценка товара,Способ получения
2024-06-28,Московская область,потолочные светильники,5,3960.75,19803.75,онлайн,3,курьер
2024-12-29,Московская область,торшеры,10,5101.37,51013.7,оффлайн,5,почта
2024-11-23,Москва,люстры,7,8634.52,60441.64,онлайн,3,курьер
2024-01-16,Москва,торшеры,7,3914.49,27401.43,онлайн,2,курьер
2024-11-23,Москва,настенные светильники,9,9042.6,81383.4,оффлайн,5,самовывоз
2024-05-15,Московская область,настенные светильники,7,6096.9,42678.3,оффлайн,3,самовывоз
2024-01-22,Московская область,торшеры,2,4617.87,9235.74,оффлайн,5,курьер
2024-05-27,Москва,настольные лампы,8,9308.71,74469.68,онлайн,4,почта
2024-03-17,Московская область,торшеры,9,6811.04,61299.36,оффлайн,4,курьер
2024-02-03,Московская область,настольные лампы,8,889.05,7112.4,оффлайн,5,самовывоз
2024-01-28,Московская область,настенные светильники,1,4588.07,4588.07,онлайн,1,курьер
2024-03-11,Московская область,настенные светильники,9,6820.6,61385.4,онлайн,1,почта
2024-05-18,Москва,люстры,7,6059.64,42417.48,онлайн,3,самовывоз
2024-01-17,Московская область,настенные светильники,4,8211.24,32844.96,оффлайн,4,курьер
2024-02-20,Московская область,настенные светильники,10,3451.99,34519.9,оффлайн,3,почта
2024-03-12,Москва,настенные светильники,3,4454.97,13364.91,онлайн,3,курьер
2024-02-13,Московская область,торшеры,8,5685.39,45483.12,оффлайн,4,самовывоз
2024-03-11,Московская область,настенные светильники,9,9381.36,84432.24,оффлайн,4,курьер
2024-08-06,Московская область,потолочные светильники,7,4882.2,34175.4,онлайн,4,самовывоз
2024-03-12,Московская область,люстры,10,5365.96,53659.6,онлайн,5,почта
2024-10-16,Московская область,настольные лампы,7,1696.39,11874.73,онлайн,4,почта
2024-08-23,Москва,настольные лампы,1,3066.66,3066.66,онлайн,3,почта
2024-02-19,Московская область,торшеры,8,7060.63,56485.04,онлайн,1,почта
2024-10-26,Москва,люстры,9,1869.44,16824.96,оффлайн,2,самовывоз
2024-12-11,Москва,настенные светильники,5,7331.85,36659.25,онлайн,4,почта
2024-12-18,Москва,настольные лампы,2,500.34,1000.68,онлайн,5,самовывоз
2024-05-06,Москва,настольные лампы,8,734.24,5873.92,оффлайн,4,самовывоз
2024-03-03,Московская область,потолочные светильники,8,9835.61,78684.88,онлайн,5,курьер
2024-11-09,Московская область,торшеры,2,4607.36,9214.72,онлайн,2,самовывоз
2024-12-02,Москва,люстры,9,7545.81,67912.29,онлайн,4,курьер
2024-05-28,Московская область,настольные лампы,10,5183.16,51831.6,оффлайн,4,курьер
2024-12-23,Москва,потолочные светильники,7,8228.19,57597.33,онлайн,1,курьер
2024-08-22,Москва,торшеры,7,604.69,4232.83,оффлайн,1,почта
2024-11-29,Московская область,настольные лампы,6,9646.57,57879.42,оффлайн,4,курьер
2024-01-05,Москва,настенные светильники,9,8630.48,77674.32,онлайн,3,почта
2024-09-25,Московская область,торшеры,2,2157.72,4315.44,онлайн,3,почта
2024-10-15,Московская область,потолочные светильники,3,3144.23,9432.69,оффлайн,4,самовывоз
2024-11-26,Московская область,потолочные светильники,8,6255.5,50044.0,онлайн,5,почта
2024-09-16,Московская область,люстры,6,6094.09,36564.54,оффлайн,5,почта
2024-07-25,Москва,настольные лампы,1,8594.3,8594.3,онлайн,2,самовывоз
2024-12-06,Москва,потолочные светильники,8,3574.76,28598.08,онлайн,2,самовывоз
2024-03-30,Московская область,потолочные светильники,2,1088.3,2176.6,оффлайн,1,самовывоз
2024-02-07,Московская область,настенные светильники,10,6497.29,64972.9,онлайн,2,курьер
2024-02-25,Московская область,потолочные светильники,3,9894.27,29682.81,онлайн,2,курьер
2024-09-08,Московская область,настенные светильники,4,2411.33,9645.32,онлайн,4,почта
2024-04-08,Москва,торшеры,1,6476.6,6476.6,онлайн,2,самовывоз
2024-03-12,Москва,настенные светильники,7,5898.8,41291.6,онлайн,3,самовывоз
2024-12-15,Московская область,люстры,4,5918.52,23674.08,оффлайн,5,курьер
2024-07-01,Москва,настольные лампы,8,4561.36,36490.88,оффлайн,1,почта
2024-02-10,Москва,торшеры,5,1458.67,7293.35,оффлайн,2,самовывоз
2024-11-03,Московская область,настольные лампы,4,8302.61,33210.44,оффлайн,3,курьер
2024-12-26,Московская область,настольные лампы,3,9697.09,29091.27,онлайн,5,почта
2024-05-03,Московская область,потолочные светильники,10,1038.16,10381.6,онлайн,5,курьер
2024-05-14,Москва,настольные лампы,6,4503.35,27020.1,онлайн,3,самовывоз
2024-03-12,Москва,торшеры,6,9279.66,55677.96,онлайн,2,курьер
2024-02-07,Москва,настенные светильники,2,9524.12,19048.24,онлайн,5,курьер
2024-03-07,Московская область,настольные лампы,2,838.2,1676.4,онлайн,3,курьер
2024-09-01,Московская область,люстры,1,9346.84,9346.84,онлайн,2,почта
2024-11-07,Московская область,настольные лампы,9,5080.65,45725.85,оффлайн,4,почта
2024-03-05,Московская область,потолочные светильники,9,1808.82,16279.38,оффлайн,1,почта
2024-07-07,Московская область,люстры,6,4646.99,27881.94,онлайн,2,самовывоз
2024-02-17,Москва,люстры,7,7601.02,53207.14,онлайн,1,почта
2024-05-07,Москва,настольные лампы,1,1703.8,1703.8,онлайн,3,самовывоз
2024-06-09,Московская область,торшеры,4,9981.84,39927.36,онлайн,5,курьер
2024-09-02,Москва,настольные лампы,2,2876.89,5753.78,онлайн,4,почта
2024-07-01,Москва,потолочные светильники,5,9443.56,47217.8,оффлайн,2,почта
2024-05-16,Московская область,торшеры,9,1491.59,13424.31,оффлайн,4,почта
2024-11-14,Московская область,настенные светильники,2,2433.77,4867.54,онлайн,5,самовывоз
2024-06-05,Москва,настольные лампы,6,7386.65,44319.9,онлайн,1,самовывоз
2024-12-23,Московская область,потолочные светильники,2,702.25,1404.5,онлайн,3,курьер
2024-10-28,Московская область,настенные светильники,2,1067.34,2134.68,оффлайн,4,самовывоз
2024-07-14,Московская область,потолочные светильники,1,2632.26,2632.26,оффлайн,2,почта
2024-08-08,Москва,настенные светильники,1,5644.72,5644.72,оффлайн,1,почта
2024-06-21,Московская область,торшеры,4,7693.9,30775.6,оффлайн,5,курьер
2024-08-06,Москва,настольные лампы,9,4187.05,37683.45,оффлайн,5,курьер
2024-08-05,Московская область,люстры,7,4939.66,34577.62,онлайн,2,самовывоз
2024-05-23,Московская область,настольные лампы,4,7827.72,31310.88,оффлайн,3,почта
2024-07-21,Москва,торшеры,5,3936.1,19680.5,оффлайн,5,самовывоз
2024-03-04,Московская область,торшеры,6,8442.0,50652.0,онлайн,4,курьер
2024-01-09,Московская область,настольные лампы,8,851.54,6812.32,оффлайн,4,почта
2024-10-11,Москва,потолочные светильники,1,6005.92,6005.92,онлайн,3,почта
2024-10-09,Московская область,настольные лампы,8,2208.14,17665.12,оффлайн,3,курьер
2024-03-06,Москва,люстры,3,8776.77,26330.31,онлайн,2,самовывоз
2024-12-01,Москва,люстры,9,8675.42,78078.78,оффлайн,1,почта
2024-04-26,Москва,настенные светильники,5,653.12,3265.6,оффлайн,5,почта
2024-01-23,Москва,настенные светильники,2,1236.05,2472.1,оффлайн,1,почта
2024-02-09,Москва,люстры,6,5918.48,35510.88,оффлайн,1,почта
2024-08-06,Московская область,люстры,1,3602.14,3602.14,оффлайн,3,курьер
2024-11-29,Московская область,потолочные светильники,5,6408.21,32041.05,онлайн,3,самовывоз
2024-05-28,Москва,торшеры,1,1509.2,1509.2,онлайн,3,почта
2024-09-17,Московская область,люстры,7,8391.9,58743.3,онлайн,2,курьер
2024-11-28,Москва,настольные лампы,4,5871.32,23485.28,оффлайн,5,почта
2024-03-03,Москва,торшеры,8,6762.38,54099.04,оффлайн,3,курьер
2024-04-09,Московская область,люстры,6,2809.2,16855.2,оффлайн,2,курьер
2024-06-10,Москва,люстры,8,7461.58,59692.64,оффлайн,3,самовывоз
2024-06-29,Москва,настенные светильники,8,6249.58,49996.64,оффлайн,4,самовывоз
2024-10-18,Москва,торшеры,4,7876.26,31505.04,оффлайн,5,почта
2024-03-11,Московская область,настенные светильники,6,3481.52,20889.12,онлайн,4,курьер
2024-09-15,Москва,торшеры,8,6509.98,52079.84,онлайн,2,курьер
2024-01-08,Москва,настольные лампы,7,3002.07,21014.49,оффлайн,1,самовывоз
2024-01-18,Московская область,настольные лампы,3,9904.37,29713.11,онлайн,5,почта
2024-07-17,Московская область,настенные светильники,3,4322.02,12966.06,онлайн,3,самовывоз
2024-06-21,Московская область,торшеры,10,6357.98,63579.8,онлайн,1,почта
2024-06-30,Московская область,потолочные светильники,8,7536.63,60293.04,оффлайн,3,курьер
2024-12-24,Москва,люстры,10,9205.25,92052.5,онлайн,2,самовывоз
2024-10-30,Московская область,потолочные светильники,7,3544.15,24809.05,онлайн,5,почта
2024-10-28,Московская область,настольные лампы,4,3324.81,13299.24,оффлайн,1,почта
2024-09-22,Московская область,настенные светильники,6,4148.64,24891.84,онлайн,2,самовывоз
2024-04-17,Московская область,торшеры,5,5963.81,29819.05,оффлайн,1,курьер
2024-05-25,Москва,настольные лампы,5,3101.56,15507.8,оффлайн,2,самовывоз
2024-05-27,Московская область,торшеры,2,9282.9,18565.8,оффлайн,2,самовывоз
2024-04-15,Москва,настольные лампы,10,9074.14,90741.4,онлайн,1,курьер
2024-01-14,Московская область,люстры,5,9447.16,47235.8,оффлайн,4,почта
2024-03-05,Московская область,настенные светильники,2,7304.38,14608.76,онлайн,4,курьер
2024-09-09,Московская область,настольные лампы,3,9934.23,29802.69,онлайн,3,самовывоз
2024-04-23,Москва,настенные светильники,3,5317.07,15951.21,оффлайн,4,почта
2024-09-19,Москва,настенные светильники,1,4617.09,4617.09,оффлайн,2,почта
2024-12-04,Москва,настольные лампы,4,1800.31,7201.24,оффлайн,2,почта
2024-04-10,Московская область,потолочные светильники,3,5102.82,15308.46,онлайн,4,курьер
2024-03-08,Москва,настольные лампы,9,8642.99,77786.91,онлайн,1,курьер
2024-02-04,Московская область,торшеры,10,2481.2,24812.0,онлайн,1,курьер
2024-12-18,Московская область,торшеры,7,6494.75,45463.25,онлайн,3,курьер
2024-09-28,Москва,настенные светильники,4,8812.87,35251.48,оффлайн,4,почта
2024-07-19,Московская область,торшеры,8,3306.46,26451.68,онлайн,1,курьер
2024-08-02,Московская область,настенные светильники,4,6792.97,27171.88,онлайн,2,курьер
2024-06-12,Москва,настенные светильники,7,7195.78,50370.46,оффлайн,4,почта
2024-07-29,Москва,настольные лампы,5,3045.28,15226.4,онлайн,4,самовывоз
2024-10-14,Московская область,настенные светильники,6,4406.68,26440.08,оффлайн,4,курьер
2024-05-13,Москва,настенные светильники,8,7417.78,59342.24,оффлайн,1,курьер
2024-08-17,Московская область,люстры,10,8818.41,88184.1,онлайн,1,почта
2024-11-08,Московская область,люстры,10,5627.79,56277.9,онлайн,4,самовывоз
2024-12-26,Московская область,настенные светильники,9,1102.92,9926.28,онлайн,5,самовывоз
2024-07-04,Москва,люстры,9,4257.5,38317.5,онлайн,3,самовывоз
2024-07-10,Московская область,потолочные светильники,4,5753.04,23012.16,онлайн,1,самовывоз
2024-01-11,Москва,торшеры,7,8017.76,56124.32,онлайн,2,курьер
2024-06-03,Москва,люстры,4,820.89,3283.56,онлайн,4,почта
2024-07-24,Москва,настенные светильники,2,1227.01,2454.02,оффлайн,1,самовывоз
2024-10-04,Москва,настольные лампы,10,8029.89,80298.9,онлайн,5,курьер
2024-06-14,Московская область,торшеры,1,3370.46,3370.46,оффлайн,2,самовывоз
2024-05-15,Московская область,потолочные светильники,5,4580.58,22902.9,онлайн,4,почта
2024-05-22,Московская область,настенные светильники,9,5312.64,47813.76,оффлайн,1,курьер
2024-07-20,Московская область,торшеры,2,4796.57,9593.14,онлайн,4,самовывоз
2024-08-16,Московская область,потолочные светильники,10,1535.01,15350.1,оффлайн,3,самовывоз
2024-11-18,Москва,настольные лампы,9,2107.93,18971.37,оффлайн,5,самовывоз
2024-02-12,Москва,потолочные светильники,10,8461.67,84616.7,онлайн,1,курьер
2024-05-09,Московская область,настенные светильники,6,8426.07,50556.42,онлайн,3,почта
2024-10-16,Московская область,настольные лампы,5,7058.77,35293.85,оффлайн,5,курьер
2024-06-09,Москва,настенные светильники,8,7234.25,57874.0,онлайн,1,курьер
2024-12-24,Москва,потолочные светильники,3,7690.42,23071.26,онлайн,5,почта
2024-03-03,Москва,люстры,8,8762.62,70100.96,онлайн,1,курьер
2024-09-10,Москва,торшеры,8,1828.72,14629.76,оффлайн,4,самовывоз
2024-05-31,Москва,потолочные светильники,5,7339.46,36697.3,оффлайн,5,курьер
2024-11-10,Московская область,торшеры,3,1844.42,5533.26,онлайн,5,почта
2024-07-09,Московская область,потолочные светильники,8,2500.86,20006.88,оффлайн,2,самовывоз
2024-09-25,Московская область,настольные лампы,6,4454.88,26729.28,онлайн,4,самовывоз
2024-01-03,Московская область,люстры,4,7093.43,28373.72,оффлайн,3,самовывоз
2024-02-01,Московская область,торшеры,3,1134.33,3402.99,онлайн,3,почта
2024-01-08,Москва,настенные светильники,5,8297.17,41485.85,оффлайн,5,почта
2024-06-05,Московская область,торшеры,7,9375.93,65631.51,онлайн,1,почта
2024-03-19,Москва,люстры,5,2194.09,10970.45,онлайн,2,почта
2024-10-27,Московская область,настенные светильники,10,7833.8,78338.0,оффлайн,5,почта
2024-08-30,Москва,люстры,1,7941.97,7941.97,онлайн,1,почта
2024-03-16,Москва,люстры,8,8808.83,70470.64,оффлайн,1,самовывоз
2024-03-11,Московская область,потолочные светильники,8,3607.35,28858.8,онлайн,2,почта
2024-07-20,Московская область,потолочные светильники,8,3872.42,30979.36,оффлайн,5,самовывоз
2024-11-05,Москва,люстры,5,7257.8,36289.0,оффлайн,5,курьер
2024-09-07,Московская область,настольные лампы,9,9047.74,81429.66,оффлайн,2,самовывоз
2024-07-06,Московская область,настенные светильники,7,2530.91,17716.37,онлайн,4,курьер
2024-04-01,Москва,люстры,8,3929.42,31435.36,онлайн,1,почта
2024-06-07,Московская область,настольные лампы,6,9200.17,55201.02,онлайн,5,курьер
2024-01-18,Московская область,потолочные светильники,7,917.22,6420.54,оффлайн,3,почта
2024-01-30,Москва,потолочные светильники,10,6506.28,65062.8,оффлайн,2,курьер
2024-11-27,Москва,настольные лампы,6,773.95,4643.7,онлайн,2,самовывоз
2024-02-12,Московская область,настольные лампы,1,4712.09,4712.09,онлайн,3,самовывоз
2024-10-05,Московская область,люстры,10,7505.81,75058.1,оффлайн,3,почта
2024-03-27,Московская область,торшеры,1,9435.18,9435.18,оффлайн,4,почта
2024-12-08,Москва,настольные лампы,4,8337.95,33351.8,онлайн,3,самовывоз
2024-03-29,Московская область,настольные лампы,5,6281.03,31405.15,оффлайн,2,почта
2024-01-02,Московская область,настенные светильники,9,3831.51,34483.59,оффлайн,4,почта
2024-12-22,Москва,торшеры,8,1337.54,10700.32,онлайн,2,почта
2024-02-14,Москва,настенные светильники,10,6452.94,64529.4,онлайн,2,самовывоз
2024-04-21,Московская область,потолочные светильники,2,8833.38,17666.76,онлайн,3,почта
2024-11-24,Москва,люстры,5,1006.69,5033.45,оффлайн,2,курьер
2024-03-12,Московская область,потолочные светильники,4,8435.12,33740.48,оффлайн,2,самовывоз
2024-05-31,Московская область,потолочные светильники,5,1377.91,6889.55,оффлайн,5,курьер
2024-06-27,Московская область,люстры,1,9521.82,9521.82,оффлайн,2,почта
2024-10-18,Москва,потолочные светильники,6,6637.08,39822.48,оффлайн,2,курьер
2024-12-24,Московская область,настольные лампы,9,7847.39,70626.51,оффлайн,2,курьер
2024-05-13,Москва,настольные лампы,9,6754.16,60787.44,онлайн,4,самовывоз
2024-08-27,Московская область,настенные светильники,10,4090.15,40901.5,онлайн,3,почта
2024-02-23,Московская область,настольные лампы,3,4503.37,13510.11,оффлайн,3,почта
2024-02-21,Москва,настенные светильники,5,2046.08,10230.4,онлайн,1,курьер
2024-11-11,Московская область,торшеры,10,7097.74,70977.4,оффлайн,4,самовывоз
2024-05-09,Московская область,торшеры,6,5084.3,30505.8,оффлайн,3,самовывоз
2024-04-29,Москва,потолочные светильники,7,7853.69,54975.83,оффлайн,5,самовывоз
2024-03-24,Москва,настенные светильники,10,9669.74,96697.4,онлайн,5,самовывоз
2024-03-07,Московская область,настольные лампы,2,3438.1,6876.2,онлайн,3,курьер
2024-07-21,Москва,потолочные светильники,1,6756.78,6756.78,онлайн,2,курьер
2024-06-06,Москва,люстры,4,8648.74,34594.96,оффлайн,1,почта
2024-05-05,Москва,торшеры,6,546.98,3281.88,онлайн,3,самовывоз
2024-08-29,Московская область,люстры,8,6850.15,54801.2,оффлайн,2,самовывоз
2024-07-17,Москва,настенные светильники,3,4298.89,12896.67,оффлайн,3,почта
2024-08-05,Московская область,торшеры,2,3795.24,7590.48,онлайн,2,почта
2024-04-01,Москва,настенные светильники,6,3728.58,22371.48,онлайн,5,почта
2024-07-22,Москва,люстры,3,5249.52,15748.56,онлайн,2,курьер
2024-08-10,Москва,настенные светильники,7,6713.43,46994.01,оффлайн,2,курьер
2024-06-08,Московская область,потолочные светильники,1,2979.69,2979.69,оффлайн,2,самовывоз
2024-07-22,Москва,потолочные светильники,2,3789.73,7579.46,онлайн,4,самовывоз
2024-03-23,Московская область,люстры,10,5316.22,53162.2,оффлайн,1,курьер
2024-11-30,Московская область,потолочные светильники,1,3378.07,3378.07,оффлайн,1,почта
2024-08-18,Московская область,потолочные светильники,6,8519.6,51117.6,оффлайн,1,самовывоз
2024-08-05,Московская область,настольные лампы,3,566.09,1698.27,оффлайн,2,почта
2024-11-10,Московская область,потолочные светильники,1,4915.25,4915.25,онлайн,1,курьер
2024-08-23,Московская область,настольные лампы,10,7020.68,70206.8,оффлайн,4,курьер
2024-12-11,Московская область,настольные лампы,9,3038.74,27348.66,оффлайн,3,курьер
2024-01-09,Московская область,настенные светильники,5,6541.84,32709.2,онлайн,3,почта
2024-01-19,Московская область,люстры,3,1298.45,3895.35,онлайн,2,почта
2024-03-15,Московская область,потолочные светильники,5,3781.17,18905.85,оффлайн,5,самовывоз
2024-09-25,Московская область,настольные лампы,2,3602.59,7205.18,онлайн,2,почта
2024-11-22,Москва,потолочные светильники,9,9812.53,88312.77,онлайн,3,почта
2024-06-03,Московская область,потолочные светильники,1,2247.34,2247.34,оффлайн,1,курьер
2024-02-29,Москва,торшеры,5,9951.72,49758.6,онлайн,1,курьер
2024-10-20,Московская область,люстры,7,3110.47,21773.29,онлайн,3,почта
2024-12-09,Москва,торшеры,7,9142.59,63998.13,оффлайн,3,самовывоз
2024-07-27,Москва,настольные лампы,7,6743.52,47204.64,оффлайн,3,курьер
2024-11-02,Московская область,настольные лампы,4,2635.84,10543.36,оффлайн,2,самовывоз
2024-11-09,Московская область,торшеры,8,6085.18,48681.44,оффлайн,5,курьер
2024-08-31,Москва,настенные светильники,6,3536.61,21219.66,оффлайн,2,курьер
2024-09-12,Москва,торшеры,3,6893.37,20680.11,оффлайн,4,самовывоз
2024-12-04,Москва,потолочные светильники,9,9857.0,88713.0,онлайн,2,почта
2024-09-28,Московская область,настенные светильники,5,7633.15,38165.75,оффлайн,4,самовывоз
2024-03-20,Москва,торшеры,6,5866.48,35198.88,оффлайн,1,курьер
2024-10-11,Московская область,люстры,7,9251.17,64758.19,онлайн,4,почта
2024-03-04,Москва,потолочные светильники,4,2507.4,10029.6,онлайн,5,курьер
2024-04-01,Москва,потолочные светильники,9,4380.9,39428.1,онлайн,4,почта
2024-05-22,Московская область,настенные светильники,2,6810.23,13620.46,оффлайн,5,почта
2024-09-29,Московская область,люстры,7,5200.92,36406.44,оффлайн,3,курьер
2024-03-21,Москва,потолочные светильники,5,531.71,2658.55,оффлайн,4,почта
2024-03-29,Москва,потолочные светильники,10,6704.49,67044.9,оффлайн,4,самовывоз
2024-11-21,Москва,торшеры,4,1816.43,7265.72,онлайн,5,почта
2024-07-28,Москва,настенные светильники,10,2874.44,28744.4,оффлайн,1,курьер
2024-01-12,Московская область,торшеры,9,8702.66,78323.94,онлайн,4,курьер
2024-05-02,Москва,потолочные светильники,4,3565.88,14263.52,оффлайн,1,самовывоз
2024-04-15,Московская область,потолочные светильники,4,6994.88,27979.52,оффлайн,2,самовывоз
2024-08-24,Москва,торшеры,6,8784.81,52708.86,онлайн,2,курьер
2024-02-05,Москва,настольные лампы,7,8737.1,61159.7,оффлайн,4,самовывоз
2024-08-01,Московская область,торшеры,2,7300.05,14600.1,онлайн,4,курьер
2024-01-31,Московская область,потолочные светильники,1,3952.05,3952.05,оффлайн,4,самовывоз
2024-02-23,Москва,настенные светильники,10,7658.99,76589.9,онлайн,2,курьер
2024-07-30,Московская область,люстры,4,8057.75,32231.0,онлайн,3,самовывоз
2024-06-17,Москва,потолочные светильники,8,7648.77,61190.16,оффлайн,3,курьер
2024-12-18,Московская область,настенные светильники,8,7145.84,57166.72,оффлайн,5,самовывоз
2024-03-12,Москва,торшеры,5,746.43,3732.15,оффлайн,5,курьер
2024-12-31,Московская область,настенные светильники,3,5892.58,17677.74,оффлайн,4,почта
2024-08-13,Московская область,люстры,3,1892.0,5676.0,оффлайн,4,курьер
2024-11-22,Москва,настольные лампы,4,6040.69,24162.76,онлайн,5,самовывоз
2024-05-12,Московская область,торшеры,9,4355.52,39199.68,онлайн,3,почта
2024-03-20,Московская область,торшеры,6,4090.8,24544.8,оффлайн,2,почта
2024-09-03,Москва,потолочные светильники,7,635.21,4446.47,онлайн,3,самовывоз
2024-06-07,Москва,люстры,3,3144.0,9432.0,онлайн,2,курьер
2024-09-12,Московская область,торшеры,1,8479.78,8479.78,онлайн,2,курьер
2024-12-06,Москва,потолочные светильники,2,9544.27,19088.54,онлайн,3,почта
2024-09-30,Москва,настольные лампы,8,5883.67,47069.36,онлайн,2,курьер
2024-04-03,Москва,люстры,8,2185.59,17484.72,оффлайн,5,курьер
2024-02-16,Москва,настольные лампы,3,5464.3,16392.9,онлайн,2,самовывоз
2024-05-04,Московская область,потолочные светильники,2,5600.87,11201.74,онлайн,3,почта
2024-02-07,Москва,потолочные светильники,2,4698.03,9396.06,оффлайн,2,самовывоз
2024-10-04,Москва,торшеры,8,3349.63,26797.04,онлайн,5,курьер
2024-02-27,Московская область,люстры,10,8154.78,81547.8,оффлайн,1,курьер
2024-07-27,Московская область,потолочные светильники,3,3622.07,10866.21,оффлайн,5,курьер
2024-11-26,Московская область,настенные светильники,9,2865.71,25791.39,оффлайн,5,почта
2024-06-07,Московская область,настольные лампы,3,5132.01,15396.03,оффлайн,5,курьер
2024-09-10,Москва,люстры,2,7724.16,15448.32,оффлайн,1,курьер
2024-06-24,Москва,люстры,2,7747.1,15494.2,онлайн,3,почта
2024-06-05,Московская область,торшеры,8,1477.71,11821.68,оффлайн,5,самовывоз
2024-10-19,Москва,настенные светильники,3,2323.09,6969.27,оффлайн,2,самовывоз
2024-11-08,Москва,настенные светильники,9,9820.97,88388.73,оффлайн,3,самовывоз
2024-05-14,Московская область,настенные светильники,6,1877.37,11264.22,оффлайн,3,почта
2024-06-10,Московская область,настенные светильники,7,5851.22,40958.54,оффлайн,1,курьер
2024-01-29,Московская область,настенные светильники,3,9762.36,29287.08,оффлайн,1,почта
2024-04-13,Москва,настенные светильники,5,8409.24,42046.2,онлайн,3,курьер
2024-07-14,Московская область,торшеры,9,7520.66,67685.94,онлайн,5,почта
2024-08-13,Московская область,настольные лампы,2,2809.81,5619.62,оффлайн,4,почта
2024-10-30,Московская область,настольные лампы,7,7034.11,49238.77,оффлайн,2,курьер
2024-11-06,Московская область,настольные лампы,2,1033.09,2066.18,оффлайн,3,почта
2024-07-08,Московская область,настенные светильники,2,4982.49,9964.98,онлайн,3,почта
2024-07-30,Москва,люстры,10,3339.13,33391.3,онлайн,5,самовывоз
2024-08-12,Москва,настенные светильники,10,5692.56,56925.6,оффлайн,5,почта
2024-05-29,Москва,люстры,2,8771.89,17543.78,оффлайн,3,курьер
2024-04-19,Москва,настенные светильники,8,2662.98,21303.84,оффлайн,3,самовывоз
2024-12-12,Московская область,настенные светильники,10,7602.68,76026.8,онлайн,2,самовывоз
2024-11-24,Московская область,потолочные светильники,7,8157.62,57103.34,онлайн,5,самовывоз
2024-09-19,Московская область,настольные лампы,10,4653.47,46534.7,онлайн,5,курьер
2024-10-02,Московская область,настенные светильники,10,3670.65,36706.5,онлайн,1,почта
2024-02-17,Москва,торшеры,3,8086.61,24259.83,онлайн,5,курьер
2024-11-08,Москва,настольные лампы,7,8268.68,57880.76,оффлайн,4,почта
2024-03-18,Московская область,настольные лампы,3,6654.48,19963.44,оффлайн,4,почта
2024-12-20,Московская область,настольные лампы,7,5960.01,41720.07,онлайн,5,курьер
2024-01-10,Москва,люстры,6,4557.92,27347.52,оффлайн,2,почта
2024-12-11,Московская область,торшеры,8,6709.32,53674.56,онлайн,5,курьер
2024-10-22,Москва,люстры,3,2458.37,7375.11,онлайн,1,самовывоз
2024-09-30,Москва,люстры,9,3810.94,34298.46,онлайн,3,курьер
2024-04-27,Москва,люстры,5,2051.24,10256.2,оффлайн,2,самовывоз
2024-06-30,Москва,люстры,8,1669.55,13356.4,оффлайн,1,курьер
2024-04-16,Московская область,настольные лампы,8,4666.2,37329.6,онлайн,2,курьер
2024-10-29,Москва,настольные лампы,3,5313.68,15941.04,онлайн,2,самовывоз
2024-03-02,Московская область,торшеры,6,7621.98,45731.88,оффлайн,4,самовывоз
2024-04-17,Москва,торшеры,6,5040.8,30244.8,онлайн,4,самовывоз
2024-01-04,Московская область,потолочные светильники,7,9634.9,67444.3,онлайн,3,курьер
2024-06-07,Москва,потолочные светильники,5,2678.91,13394.55,онлайн,4,курьер
2024-01-09,Московская область,настенные светильники,1,1836.99,1836.99,онлайн,2,почта
2024-01-05,Москва,торшеры,3,1832.09,5496.27,оффлайн,1,самовывоз
2024-11-01,Москва,настенные светильники,6,6366.77,38200.62,онлайн,4,самовывоз
2024-03-30,Москва,люстры,6,8851.24,53107.44,онлайн,2,самовывоз
2024-09-11,Москва,настенные светильники,7,6440.47,45083.29,оффлайн,5,курьер
2024-01-15,Москва,настенные светильники,1,8943.79,8943.79,онлайн,2,курьер
2024-01-24,Московская область,торшеры,9,2112.53,19012.77,онлайн,1,курьер
2024-04-24,Москва,потолочные светильники,2,1567.9,3135.8,оффлайн,4,курьер
2024-10-01,Московская область,люстры,10,8189.54,81895.4,онлайн,3,курьер
2024-08-28,Московская область,люстры,6,6735.56,40413.36,оффлайн,5,почта
2024-02-19,Московская область,потолочные светильники,10,2364.73,23647.3,онлайн,5,самовывоз
2024-03-14,Москва,настольные лампы,2,7314.05,14628.1,оффлайн,5,самовывоз
2024-05-07,Москва,настенные светильники,3,7435.29,22305.87,оффлайн,3,почта
2024-08-24,Московская область,люстры,6,4509.2,27055.2,онлайн,5,почта
2024-01-18,Московская область,настольные лампы,4,9805.54,39222.16,онлайн,2,почта
2024-01-18,Москва,люстры,7,3564.06,24948.42,оффлайн,4,курьер
2024-04-06,Московская область,потолочные светильники,4,4805.34,19221.36,оффлайн,5,курьер
2024-03-01,Московская область,торшеры,6,3703.92,22223.52,онлайн,3,курьер
2024-09-06,Московская область,настольные лампы,6,7751.06,46506.36,оффлайн,1,курьер
2024-08-06,Москва,торшеры,3,1398.54,4195.62,оффлайн,1,самовывоз
2024-10-08,Московская область,люстры,6,3416.79,20500.74,оффлайн,5,самовывоз
2024-09-15,Москва,потолочные светильники,9,2351.34,21162.06,онлайн,1,самовывоз
2024-06-30,Москва,торшеры,9,5487.93,49391.37,оффлайн,5,самовывоз
2024-12-21,Москва,настенные светильники,3,1451.31,4353.93,онлайн,5,самовывоз
2024-03-18,Московская область,люстры,5,964.67,4823.35,оффлайн,3,курьер
